0	8	6	16	30	13	18	180	27	213	7	5	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
8	0	6	158	27	22	32	75	4	268	16	11	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
6	6	0	4	31	12	17	254	21	19	4	15	3	2	1	4	7	9	36	81	99	52	9	21	10	6	12
16	158	4	0	302	19	156	387	81	194	542	128	7	5	6	8	10	12	43	108	58	77	15	39	27	13	15
30	27	31	302	0	32	97	656	89	78	28	314	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
13	22	12	19	32	0	21	86	28	126	20	12	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
18	32	17	156	97	21	0	341	60	19	24	10	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
180	75	254	387	656	86	341	0	346	74	40	55	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
27	4	21	81	89	28	60	346	0	22	56	39	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
213	268	19	194	78	126	19	74	22	0	38	17	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
7	16	4	542	28	20	24	40	56	38	0	15	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
5	11	15	128	314	12	10	55	39	17	15	0	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
2147483647	2147483647	3	7	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	0	1	2	2	5	7	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
2147483647	2147483647	2	5	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	1	0	1	3	2	4	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
2147483647	2147483647	1	6	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2	1	0	4	8	11	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
2147483647	2147483647	4	8	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2	3	4	0	2	4	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
2147483647	2147483647	7	10	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	5	2	8	2	0	1	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
2147483647	2147483647	9	12	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	7	4	11	4	1	0	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647
2147483647	2147483647	36	43	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	0	55	54	2147483647	2147483647	2147483647	2147483647	2147483647	53
2147483647	2147483647	81	108	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	55	0	21	2147483647	2147483647	2147483647	2147483647	2147483647	55
2147483647	2147483647	99	58	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647	54	21	0	2147483647	2147483647	2147483647	2147483647	2147483647	30
